Date,Time,Weather,Temp,Rain,Cloud,Pressure,Wind,Gust
9/20/2023,12:00,Patchy rain possible,32 °c,"0.3
mm",72%,1009 mb,13 km/h,20 km/h
9/20/2023,15:00,Patchy rain possible,32 °c,"0.1
mm",90%,1006 mb,14 km/h,19 km/h
9/20/2023,18:00,Clear,28 °c,"0.0
mm",13%,1007 mb,11 km/h,20 km/h
9/20/2023,21:00,Clear,26 °c,"0.0
mm",11%,1010 mb,11 km/h,19 km/h
9/21/2023,0:00,Partly cloudy,26 °c,"0.0
mm",38%,1010 mb,10 km/h,13 km/h
9/21/2023,3:00,Partly cloudy,26 °c,"0.0
mm",41%,1009 mb,7 km/h,12 km/h
9/21/2023,6:00,Patchy rain possible,25 °c,"0.1
mm",78%,1010 mb,6 km/h,11 km/h
9/21/2023,9:00,Cloudy,30 °c,"0.0
mm",71%,1012 mb,9 km/h,15 km/h
9/21/2023,12:00,Overcast,33 °c,"0.0
mm",95%,1009 mb,9 km/h,17 km/h
9/21/2023,15:00,Cloudy,31 °c,"0.0
mm",67%,1007 mb,10 km/h,16 km/h
9/21/2023,18:00,Clear,28 °c,"0.0
mm",10%,1008 mb,8 km/h,16 km/h
9/21/2023,21:00,Clear,27 °c,"0.0
mm",5%,1011 mb,11 km/h,19 km/h
9/22/2023,0:00,Clear,26 °c,"0.0
mm",16%,1010 mb,9 km/h,16 km/h
9/22/2023,3:00,Partly cloudy,25 °c,"0.0
mm",30%,1009 mb,8 km/h,14 km/h
9/22/2023,6:00,Partly cloudy,25 °c,"0.0
mm",53%,1010 mb,5 km/h,8 km/h
9/22/2023,9:00,Cloudy,30 °c,"0.0
mm",71%,1011 mb,8 km/h,15 km/h
9/22/2023,12:00,Cloudy,33 °c,"0.0
mm",83%,1009 mb,10 km/h,11 km/h
9/22/2023,15:00,Cloudy,32 °c,"0.0
mm",73%,1006 mb,14 km/h,20 km/h
9/22/2023,18:00,Clear,29 °c,"0.0
mm",7%,1007 mb,15 km/h,22 km/h
9/22/2023,21:00,Clear,27 °c,"0.0
mm",9%,1010 mb,12 km/h,20 km/h
9/23/2023,0:00,Clear,26 °c,"0.0
mm",16%,1010 mb,10 km/h,17 km/h
9/23/2023,3:00,Clear,26 °c,"0.0
mm",17%,1009 mb,8 km/h,13 km/h
9/23/2023,6:00,Partly cloudy,25 °c,"0.0
mm",44%,1010 mb,7 km/h,12 km/h
9/23/2023,9:00,Cloudy,30 °c,"0.0
mm",70%,1011 mb,8 km/h,10 km/h
9/23/2023,12:00,Overcast,33 °c,"0.0
mm",95%,1009 mb,9 km/h,13 km/h
9/23/2023,15:00,Partly cloudy,32 °c,"0.0
mm",52%,1007 mb,12 km/h,16 km/h
9/23/2023,18:00,Clear,29 °c,"0.0
mm",19%,1007 mb,14 km/h,24 km/h
9/23/2023,21:00,Clear,27 °c,"0.0
mm",7%,1010 mb,11 km/h,19 km/h
9/24/2023,0:00,Clear,26 °c,"0.0
mm",14%,1010 mb,8 km/h,15 km/h
9/24/2023,3:00,Clear,25 °c,"0.0
mm",19%,1008 mb,4 km/h,8 km/h
9/24/2023,6:00,Sunny,24 °c,"0.0
mm",12%,1010 mb,5 km/h,9 km/h
9/24/2023,9:00,Patchy rain possible,29 °c,"0.2
mm",85%,1011 mb,5 km/h,14 km/h
9/24/2023,12:00,Cloudy,32 °c,"0.0
mm",69%,1009 mb,8 km/h,15 km/h
9/24/2023,15:00,Moderate rain at times,32 °c,"0.5
mm",64%,1006 mb,9 km/h,18 km/h
9/24/2023,18:00,Cloudy,28 °c,"0.0
mm",71%,1007 mb,11 km/h,20 km/h
9/24/2023,21:00,Cloudy,26 °c,"0.0
mm",79%,1010 mb,8 km/h,11 km/h
9/25/2023,0:00,Cloudy,26 °c,"0.0
mm",77%,1009 mb,5 km/h,9 km/h
9/25/2023,3:00,Cloudy,25 °c,"0.0
mm",72%,1008 mb,4 km/h,7 km/h
9/25/2023,6:00,Patchy rain possible,25 °c,"0.1
mm",79%,1009 mb,8 km/h,14 km/h
9/25/2023,9:00,Heavy rain at times,29 °c,"1.2
mm",86%,1010 mb,7 km/h,11 km/h
9/25/2023,12:00,Patchy rain possible,31 °c,"0.1
mm",86%,1009 mb,10 km/h,21 km/h
9/25/2023,15:00,Cloudy,29 °c,"0.0
mm",83%,1007 mb,10 km/h,13 km/h
9/25/2023,18:00,Clear,27 °c,"0.0
mm",20%,1008 mb,8 km/h,13 km/h
9/25/2023,21:00,Cloudy,26 °c,"0.0
mm",75%,1010 mb,6 km/h,13 km/h
9/26/2023,0:00,Cloudy,25 °c,"0.0
mm",77%,1009 mb,5 km/h,11 km/h
9/26/2023,3:00,Cloudy,24 °c,"0.0
mm",73%,1008 mb,9 km/h,16 km/h
9/26/2023,6:00,Patchy rain possible,24 °c,"0.4
mm",74%,1008 mb,9 km/h,16 km/h
9/26/2023,9:00,Moderate or heavy rain shower,27 °c,"1.8
mm",96%,1010 mb,9 km/h,20 km/h
9/26/2023,12:00,Moderate or heavy rain shower,27 °c,"2.2
mm",65%,1008 mb,10 km/h,18 km/h
9/26/2023,15:00,Moderate or heavy rain shower,26 °c,"1.5
mm",100%,1007 mb,14 km/h,24 km/h
9/26/2023,18:00,Moderate or heavy rain shower,24 °c,"1.7
mm",100%,1008 mb,12 km/h,22 km/h
9/26/2023,21:00,Moderate or heavy rain shower,24 °c,"1.8
mm",94%,1010 mb,6 km/h,19 km/h
9/27/2023,0:00,Moderate or heavy rain shower,23 °c,"5.7
mm",100%,1009 mb,12 km/h,21 km/h
9/27/2023,3:00,Moderate or heavy rain shower,23 °c,"7.9
mm",100%,1007 mb,14 km/h,21 km/h
9/27/2023,6:00,Moderate or heavy rain shower,23 °c,"2.8
mm",100%,1009 mb,10 km/h,21 km/h
9/27/2023,9:00,Patchy rain possible,25 °c,"0.1
mm",100%,1011 mb,14 km/h,22 km/h
9/27/2023,12:00,Moderate or heavy rain shower,25 °c,"1.5
mm",100%,1010 mb,15 km/h,26 km/h
9/27/2023,15:00,Patchy rain possible,26 °c,"0.4
mm",100%,1008 mb,15 km/h,23 km/h
9/27/2023,18:00,Patchy rain possible,25 °c,"0.1
mm",80%,1009 mb,10 km/h,22 km/h
9/27/2023,21:00,Patchy rain possible,23 °c,"0.2
mm",72%,1011 mb,12 km/h,16 km/h
9/28/2023,0:00,Moderate or heavy rain shower,24 °c,"2.1
mm",100%,1011 mb,9 km/h,14 km/h
9/28/2023,3:00,Moderate or heavy rain shower,24 °c,"2.3
mm",100%,1010 mb,10 km/h,15 km/h
9/28/2023,6:00,Moderate or heavy rain shower,24 °c,"2.4
mm",100%,1011 mb,8 km/h,12 km/h
9/28/2023,9:00,Moderate or heavy rain shower,24 °c,"2.5
mm",88%,1012 mb,12 km/h,17 km/h
9/28/2023,12:00,Moderate rain at times,28 °c,"0.7
mm",95%,1011 mb,12 km/h,19 km/h
9/28/2023,15:00,Patchy rain possible,29 °c,"0.2
mm",88%,1008 mb,6 km/h,13 km/h
9/28/2023,18:00,Moderate or heavy rain shower,27 °c,"2.0
mm",75%,1009 mb,5 km/h,9 km/h
9/28/2023,21:00,Patchy rain possible,26 °c,"0.4
mm",72%,1011 mb,5 km/h,9 km/h
9/29/2023,0:00,Cloudy,24 °c,"0.0
mm",80%,1012 mb,9 km/h,15 km/h
9/29/2023,3:00,Moderate or heavy rain shower,23 °c,"2.9
mm",87%,1011 mb,9 km/h,15 km/h
9/29/2023,6:00,Patchy rain possible,23 °c,"0.1
mm",91%,1012 mb,7 km/h,12 km/h
9/29/2023,9:00,Patchy rain possible,27 °c,"0.2
mm",98%,1014 mb,8 km/h,11 km/h
9/29/2023,12:00,Patchy rain possible,29 °c,"0.1
mm",100%,1012 mb,7 km/h,15 km/h
9/29/2023,15:00,Patchy rain possible,28 °c,"0.2
mm",61%,1009 mb,6 km/h,15 km/h
9/29/2023,18:00,Partly cloudy,27 °c,"0.0
mm",53%,1010 mb,4 km/h,7 km/h
9/29/2023,21:00,Partly cloudy,26 °c,"0.0
mm",43%,1012 mb,5 km/h,10 km/h
9/30/2023,0:00,Cloudy,26 °c,"0.0
mm",62%,1012 mb,3 km/h,6 km/h
9/30/2023,3:00,Moderate rain at times,25 °c,"0.8
mm",78%,1010 mb,5 km/h,8 km/h
9/30/2023,6:00,Patchy rain possible,25 °c,"0.1
mm",57%,1011 mb,4 km/h,6 km/h
9/30/2023,9:00,Cloudy,27 °c,"0.0
mm",75%,1013 mb,5 km/h,12 km/h
9/30/2023,12:00,Patchy rain possible,30 °c,"0.2
mm",55%,1010 mb,4 km/h,12 km/h
9/30/2023,15:00,Patchy rain possible,31 °c,"0.1
mm",60%,1007 mb,9 km/h,12 km/h
9/30/2023,18:00,Partly cloudy,28 °c,"0.0
mm",27%,1008 mb,11 km/h,14 km/h
9/30/2023,21:00,Partly cloudy,26 °c,"0.0
mm",26%,1010 mb,10 km/h,17 km/h
10/1/2023,0:00,Partly cloudy,26 °c,"0.0
mm",41%,1010 mb,8 km/h,14 km/h
10/1/2023,3:00,Clear,25 °c,"0.0
mm",25%,1009 mb,6 km/h,11 km/h
10/1/2023,6:00,Partly cloudy,25 °c,"0.0
mm",34%,1010 mb,4 km/h,6 km/h
10/1/2023,9:00,Partly cloudy,29 °c,"0.0
mm",53%,1011 mb,2 km/h,6 km/h
10/1/2023,12:00,Partly cloudy,33 °c,"0.0
mm",53%,1009 mb,3 km/h,10 km/h
10/1/2023,15:00,Cloudy,33 °c,"0.0
mm",65%,1006 mb,10 km/h,13 km/h
10/1/2023,18:00,Clear,28 °c,"0.0
mm",16%,1007 mb,13 km/h,18 km/h
10/1/2023,21:00,Clear,26 °c,"0.0
mm",6%,1010 mb,12 km/h,20 km/h
10/2/2023,0:00,Clear,25 °c,"0.0
mm",5%,1010 mb,8 km/h,15 km/h
10/2/2023,3:00,Clear,25 °c,"0.0
mm",14%,1009 mb,5 km/h,9 km/h
10/2/2023,6:00,Sunny,24 °c,"0.0
mm",21%,1010 mb,3 km/h,6 km/h
10/2/2023,9:00,Patchy rain possible,29 °c,"0.1
mm",88%,1012 mb,5 km/h,6 km/h
10/2/2023,12:00,Cloudy,33 °c,"0.0
mm",65%,1010 mb,7 km/h,8 km/h
10/2/2023,15:00,Cloudy,31 °c,"0.0
mm",71%,1007 mb,17 km/h,22 km/h
10/2/2023,18:00,Partly cloudy,28 °c,"0.0
mm",57%,1008 mb,14 km/h,22 km/h
10/2/2023,21:00,Cloudy,27 °c,"0.0
mm",70%,1011 mb,11 km/h,14 km/h
10/3/2023,0:00,Clear,26 °c,"0.0
mm",6%,1011 mb,8 km/h,14 km/h
10/3/2023,3:00,Clear,25 °c,"0.0
mm",17%,1010 mb,5 km/h,9 km/h
10/3/2023,6:00,Partly cloudy,25 °c,"0.0
mm",50%,1011 mb,1 km/h,2 km/h
10/3/2023,9:00,Cloudy,29 °c,"0.0
mm",68%,1013 mb,2 km/h,7 km/h
10/3/2023,12:00,Partly cloudy,33 °c,"0.0
mm",27%,1010 mb,4 km/h,5 km/h
10/3/2023,15:00,Partly cloudy,34 °c,"0.0
mm",30%,1007 mb,2 km/h,7 km/h
10/3/2023,18:00,Partly cloudy,30 °c,"0.0
mm",27%,1007 mb,7 km/h,13 km/h
10/3/2023,21:00,Clear,27 °c,"0.0
mm",3%,1011 mb,12 km/h,20 km/h
10/4/2023,0:00,Clear,26 °c,"0.0
mm",3%,1011 mb,9 km/h,15 km/h
10/4/2023,3:00,Clear,25 °c,"0.0
mm",7%,1009 mb,6 km/h,11 km/h
10/4/2023,6:00,Sunny,25 °c,"0.0
mm",11%,1010 mb,4 km/h,7 km/h
10/4/2023,9:00,Sunny,29 °c,"0.0
mm",21%,1011 mb,4 km/h,10 km/h
10/4/2023,12:00,Sunny,33 °c,"0.0
mm",6%,1009 mb,6 km/h,12 km/h
10/4/2023,15:00,Partly cloudy,34 °c,"0.0
mm",57%,1006 mb,6 km/h,11 km/h
10/4/2023,18:00,Cloudy,30 °c,"0.0
mm",63%,1006 mb,9 km/h,17 km/h
10/4/2023,21:00,Clear,28 °c,"0.0
mm",7%,1010 mb,12 km/h,20 km/h
10/5/2023,0:00,Clear,26 °c,"0.0
mm",6%,1010 mb,9 km/h,16 km/h
10/5/2023,3:00,Clear,26 °c,"0.0
mm",11%,1008 mb,7 km/h,12 km/h
10/5/2023,6:00,Sunny,26 °c,"0.0
mm",17%,1009 mb,4 km/h,7 km/h
10/5/2023,9:00,Partly cloudy,30 °c,"0.0
mm",52%,1011 mb,6 km/h,7 km/h
10/5/2023,12:00,Cloudy,34 °c,"0.0
mm",69%,1008 mb,8 km/h,14 km/h
10/5/2023,15:00,Partly cloudy,34 °c,"0.0
mm",46%,1004 mb,8 km/h,15 km/h
10/5/2023,18:00,Clear,30 °c,"0.0
mm",20%,1005 mb,10 km/h,18 km/h
10/5/2023,21:00,Cloudy,28 °c,"0.0
mm",80%,1008 mb,13 km/h,21 km/h
10/6/2023,0:00,Clear,27 °c,"0.0
mm",21%,1008 mb,12 km/h,20 km/h
10/6/2023,3:00,Clear,26 °c,"0.0
mm",25%,1007 mb,9 km/h,15 km/h
10/6/2023,6:00,Sunny,26 °c,"0.0
mm",18%,1008 mb,7 km/h,12 km/h
10/6/2023,9:00,Patchy rain possible,30 °c,"0.2
mm",87%,1010 mb,9 km/h,15 km/h
10/6/2023,12:00,Overcast,34 °c,"0.0
mm",87%,1007 mb,11 km/h,17 km/h
10/6/2023,15:00,Patchy rain possible,32 °c,"0.1
mm",51%,1005 mb,9 km/h,20 km/h
10/6/2023,18:00,Cloudy,29 °c,"0.0
mm",81%,1007 mb,13 km/h,22 km/h
10/6/2023,21:00,Moderate rain at times,27 °c,"0.7
mm",60%,1009 mb,9 km/h,19 km/h
10/7/2023,0:00,Moderate or heavy rain shower,26 °c,"3.2
mm",83%,1009 mb,9 km/h,15 km/h
10/7/2023,3:00,Moderate or heavy rain shower,26 °c,"1.9
mm",76%,1009 mb,8 km/h,13 km/h
10/7/2023,6:00,Moderate rain at times,25 °c,"0.6
mm",73%,1010 mb,5 km/h,10 km/h
10/7/2023,9:00,Patchy rain possible,27 °c,"0.2
mm",85%,1012 mb,15 km/h,18 km/h
10/7/2023,12:00,Overcast,30 °c,"0.0
mm",90%,1010 mb,18 km/h,26 km/h
10/7/2023,15:00,Moderate rain at times,29 °c,"0.7
mm",100%,1008 mb,15 km/h,25 km/h
10/7/2023,18:00,Patchy rain possible,27 °c,"0.1
mm",100%,1010 mb,13 km/h,21 km/h
10/7/2023,21:00,Overcast,26 °c,"0.0
mm",100%,1013 mb,16 km/h,25 km/h
10/8/2023,0:00,Overcast,25 °c,"0.0
mm",100%,1013 mb,13 km/h,19 km/h
10/8/2023,3:00,Cloudy,25 °c,"0.0
mm",66%,1012 mb,12 km/h,18 km/h
10/8/2023,6:00,Partly cloudy,24 °c,"0.0
mm",46%,1013 mb,14 km/h,21 km/h
10/8/2023,9:00,Partly cloudy,25 °c,"0.0
mm",45%,1015 mb,17 km/h,24 km/h
10/8/2023,12:00,Partly cloudy,29 °c,"0.0
mm",26%,1013 mb,15 km/h,21 km/h
10/8/2023,15:00,Partly cloudy,30 °c,"0.0
mm",29%,1011 mb,11 km/h,18 km/h
10/8/2023,18:00,Partly cloudy,27 °c,"0.0
mm",35%,1012 mb,5 km/h,12 km/h
10/8/2023,21:00,Partly cloudy,26 °c,"0.0
mm",47%,1015 mb,9 km/h,17 km/h
10/9/2023,0:00,Overcast,25 °c,"0.0
mm",86%,1015 mb,9 km/h,16 km/h
10/9/2023,3:00,Partly cloudy,25 °c,"0.0
mm",45%,1013 mb,14 km/h,22 km/h
10/9/2023,6:00,Partly cloudy,24 °c,"0.0
mm",46%,1015 mb,13 km/h,21 km/h
10/9/2023,9:00,Partly cloudy,26 °c,"0.0
mm",45%,1017 mb,17 km/h,23 km/h
10/9/2023,12:00,Partly cloudy,29 °c,"0.0
mm",44%,1015 mb,15 km/h,25 km/h
10/9/2023,15:00,Partly cloudy,30 °c,"0.0
mm",36%,1012 mb,12 km/h,19 km/h
10/9/2023,18:00,Overcast,28 °c,"0.0
mm",100%,1013 mb,5 km/h,10 km/h
10/9/2023,21:00,Partly cloudy,27 °c,"0.0
mm",47%,1016 mb,12 km/h,19 km/h
10/10/2023,0:00,Partly cloudy,25 °c,"0.0
mm",31%,1016 mb,14 km/h,21 km/h
10/10/2023,3:00,Overcast,24 °c,"0.0
mm",89%,1015 mb,15 km/h,22 km/h
10/10/2023,6:00,Patchy rain possible,24 °c,"0.1
mm",100%,1016 mb,14 km/h,23 km/h
10/10/2023,9:00,Cloudy,24 °c,"0.0
mm",71%,1018 mb,12 km/h,19 km/h
10/10/2023,12:00,Cloudy,25 °c,"0.0
mm",72%,1017 mb,16 km/h,27 km/h
10/10/2023,15:00,Overcast,26 °c,"0.0
mm",91%,1015 mb,11 km/h,22 km/h
10/10/2023,18:00,Overcast,24 °c,"0.0
mm",100%,1016 mb,13 km/h,19 km/h
10/10/2023,21:00,Moderate or heavy rain shower,23 °c,"2.8
mm",100%,1018 mb,13 km/h,19 km/h
10/11/2023,0:00,Overcast,23 °c,"0.0
mm",100%,1017 mb,13 km/h,20 km/h
10/11/2023,3:00,Overcast,22 °c,"0.0
mm",100%,1016 mb,12 km/h,19 km/h
10/11/2023,6:00,Overcast,22 °c,"0.0
mm",100%,1017 mb,12 km/h,18 km/h
10/11/2023,9:00,Overcast,23 °c,"0.0
mm",100%,1019 mb,12 km/h,23 km/h
10/11/2023,12:00,Overcast,25 °c,"0.0
mm",100%,1017 mb,13 km/h,23 km/h
10/11/2023,15:00,Overcast,25 °c,"0.0
mm",100%,1015 mb,13 km/h,18 km/h
10/11/2023,18:00,Cloudy,24 °c,"0.0
mm",66%,1016 mb,9 km/h,13 km/h
10/11/2023,21:00,Overcast,24 °c,"0.0
mm",100%,1018 mb,6 km/h,9 km/h
10/12/2023,0:00,Overcast,22 °c,"0.0
mm",100%,1017 mb,8 km/h,11 km/h
10/12/2023,3:00,Overcast,22 °c,"0.0
mm",100%,1016 mb,8 km/h,15 km/h
10/12/2023,6:00,Overcast,22 °c,"0.0
mm",100%,1017 mb,7 km/h,14 km/h
10/12/2023,9:00,Overcast,23 °c,"0.0
mm",100%,1019 mb,9 km/h,18 km/h
10/12/2023,12:00,Overcast,23 °c,"0.0
mm",100%,1018 mb,9 km/h,13 km/h
10/12/2023,15:00,Overcast,24 °c,"0.0
mm",100%,1015 mb,10 km/h,14 km/h
10/12/2023,18:00,Overcast,24 °c,"0.0
mm",100%,1016 mb,10 km/h,10 km/h
10/12/2023,21:00,Overcast,22 °c,"0.0
mm",95%,1018 mb,10 km/h,12 km/h
10/13/2023,0:00,Overcast,22 °c,"0.0
mm",99%,1016 mb,7 km/h,11 km/h
10/13/2023,3:00,Overcast,22 °c,"0.0
mm",100%,1015 mb,7 km/h,11 km/h
10/13/2023,6:00,Overcast,22 °c,"0.0
mm",100%,1016 mb,8 km/h,12 km/h
10/13/2023,9:00,Cloudy,25 °c,"0.0
mm",81%,1018 mb,8 km/h,16 km/h
10/13/2023,12:00,Cloudy,29 °c,"0.0
mm",84%,1015 mb,8 km/h,16 km/h
10/13/2023,15:00,Overcast,30 °c,"0.0
mm",100%,1012 mb,6 km/h,15 km/h
10/13/2023,18:00,Partly cloudy,26 °c,"0.0
mm",52%,1013 mb,12 km/h,20 km/h
10/13/2023,21:00,Cloudy,25 °c,"0.0
mm",77%,1015 mb,9 km/h,11 km/h
10/14/2023,0:00,Patchy rain possible,25 °c,"0.2
mm",57%,1013 mb,6 km/h,11 km/h
10/14/2023,3:00,Overcast,25 °c,"0.0
mm",87%,1012 mb,5 km/h,8 km/h
10/14/2023,6:00,Overcast,24 °c,"0.0
mm",97%,1013 mb,6 km/h,11 km/h
10/14/2023,9:00,Cloudy,27 °c,"0.0
mm",65%,1015 mb,10 km/h,17 km/h
10/14/2023,12:00,Overcast,28 °c,"0.0
mm",96%,1013 mb,15 km/h,18 km/h
10/14/2023,15:00,Patchy rain possible,27 °c,"0.1
mm",65%,1011 mb,17 km/h,24 km/h
10/14/2023,18:00,Overcast,25 °c,"0.0
mm",100%,1013 mb,14 km/h,21 km/h
10/14/2023,21:00,Overcast,24 °c,"0.0
mm",100%,1015 mb,10 km/h,15 km/h
10/15/2023,0:00,Overcast,24 °c,"0.0
mm",100%,1014 mb,12 km/h,18 km/h
10/15/2023,3:00,Cloudy,23 °c,"0.0
mm",79%,1013 mb,12 km/h,17 km/h
10/15/2023,6:00,Partly cloudy,23 °c,"0.0
mm",54%,1014 mb,10 km/h,19 km/h
10/15/2023,9:00,Partly cloudy,26 °c,"0.0
mm",45%,1016 mb,13 km/h,22 km/h
10/15/2023,12:00,Partly cloudy,28 °c,"0.0
mm",29%,1013 mb,12 km/h,23 km/h
10/15/2023,15:00,Sunny,29 °c,"0.0
mm",22%,1010 mb,9 km/h,18 km/h
10/15/2023,18:00,Cloudy,26 °c,"0.0
mm",71%,1011 mb,3 km/h,6 km/h
10/15/2023,21:00,Overcast,25 °c,"0.0
mm",98%,1014 mb,5 km/h,8 km/h
10/16/2023,0:00,Cloudy,24 °c,"0.0
mm",60%,1014 mb,5 km/h,8 km/h
10/16/2023,3:00,Partly cloudy,24 °c,"0.0
mm",58%,1013 mb,3 km/h,4 km/h
10/16/2023,6:00,Partly cloudy,23 °c,"0.0
mm",49%,1014 mb,8 km/h,13 km/h
10/16/2023,9:00,Sunny,28 °c,"0.0
mm",21%,1016 mb,12 km/h,13 km/h
10/16/2023,12:00,Partly cloudy,31 °c,"0.0
mm",34%,1013 mb,12 km/h,18 km/h
10/16/2023,15:00,Cloudy,30 °c,"0.0
mm",83%,1010 mb,9 km/h,16 km/h
10/16/2023,18:00,Partly cloudy,27 °c,"0.0
mm",57%,1012 mb,8 km/h,14 km/h
10/16/2023,21:00,Cloudy,27 °c,"0.0
mm",64%,1014 mb,9 km/h,13 km/h
10/17/2023,0:00,Overcast,24 °c,"0.0
mm",98%,1014 mb,7 km/h,11 km/h
10/17/2023,3:00,Cloudy,23 °c,"0.0
mm",67%,1013 mb,4 km/h,6 km/h
10/17/2023,6:00,Partly cloudy,23 °c,"0.0
mm",41%,1014 mb,4 km/h,6 km/h
10/17/2023,9:00,Sunny,28 °c,"0.0
mm",15%,1016 mb,4 km/h,11 km/h
10/17/2023,12:00,Sunny,31 °c,"0.0
mm",22%,1013 mb,8 km/h,14 km/h
10/17/2023,15:00,Sunny,32 °c,"0.0
mm",15%,1010 mb,9 km/h,11 km/h
10/17/2023,18:00,Clear,28 °c,"0.0
mm",8%,1011 mb,9 km/h,14 km/h
10/17/2023,21:00,Clear,25 °c,"0.0
mm",13%,1014 mb,13 km/h,14 km/h
10/18/2023,0:00,Clear,25 °c,"0.0
mm",22%,1014 mb,7 km/h,13 km/h
10/18/2023,3:00,Clear,24 °c,"0.0
mm",17%,1012 mb,3 km/h,6 km/h
10/18/2023,6:00,Sunny,23 °c,"0.0
mm",10%,1013 mb,8 km/h,15 km/h
10/18/2023,9:00,Sunny,27 °c,"0.0
mm",21%,1015 mb,10 km/h,15 km/h
10/18/2023,12:00,Sunny,31 °c,"0.0
mm",20%,1012 mb,11 km/h,18 km/h
10/18/2023,15:00,Sunny,32 °c,"0.0
mm",15%,1009 mb,8 km/h,14 km/h
10/18/2023,18:00,Clear,28 °c,"0.0
mm",19%,1010 mb,12 km/h,13 km/h
10/18/2023,21:00,Partly cloudy,26 °c,"0.0
mm",30%,1012 mb,6 km/h,11 km/h
10/19/2023,0:00,Clear,25 °c,"0.0
mm",5%,1011 mb,6 km/h,10 km/h
10/19/2023,3:00,Clear,25 °c,"0.0
mm",15%,1010 mb,2 km/h,3 km/h
10/19/2023,6:00,Partly cloudy,24 °c,"0.0
mm",40%,1011 mb,8 km/h,13 km/h
10/19/2023,9:00,Sunny,27 °c,"0.0
mm",14%,1012 mb,13 km/h,16 km/h
10/19/2023,12:00,Partly cloudy,30 °c,"0.0
mm",48%,1010 mb,14 km/h,23 km/h
10/19/2023,15:00,Partly cloudy,30 °c,"0.0
mm",41%,1008 mb,17 km/h,25 km/h
10/19/2023,18:00,Clear,27 °c,"0.0
mm",24%,1010 mb,15 km/h,27 km/h
10/19/2023,21:00,Cloudy,26 °c,"0.0
mm",71%,1013 mb,12 km/h,18 km/h
10/20/2023,0:00,Partly cloudy,26 °c,"0.0
mm",59%,1012 mb,11 km/h,15 km/h
10/20/2023,3:00,Overcast,25 °c,"0.0
mm",100%,1011 mb,12 km/h,20 km/h
10/20/2023,6:00,Cloudy,25 °c,"0.0
mm",72%,1013 mb,9 km/h,14 km/h
10/20/2023,9:00,Cloudy,28 °c,"0.0
mm",81%,1015 mb,18 km/h,28 km/h
10/20/2023,12:00,Partly cloudy,28 °c,"0.0
mm",48%,1014 mb,29 km/h,36 km/h
10/20/2023,15:00,Overcast,29 °c,"0.0
mm",100%,1013 mb,29 km/h,34 km/h
10/20/2023,18:00,Partly cloudy,26 °c,"0.0
mm",48%,1015 mb,19 km/h,30 km/h
10/20/2023,21:00,Cloudy,26 °c,"0.0
mm",61%,1017 mb,23 km/h,35 km/h
10/21/2023,0:00,Overcast,25 °c,"0.0
mm",96%,1017 mb,19 km/h,29 km/h
10/21/2023,3:00,Cloudy,23 °c,"0.0
mm",80%,1017 mb,21 km/h,27 km/h
10/21/2023,6:00,Cloudy,22 °c,"0.0
mm",84%,1018 mb,18 km/h,28 km/h
10/21/2023,9:00,Cloudy,23 °c,"0.0
mm",81%,1020 mb,16 km/h,28 km/h
10/21/2023,12:00,Overcast,25 °c,"0.0
mm",100%,1018 mb,14 km/h,25 km/h
10/21/2023,15:00,Overcast,24 °c,"0.0
mm",100%,1016 mb,12 km/h,17 km/h
10/21/2023,18:00,Overcast,23 °c,"0.0
mm",90%,1018 mb,12 km/h,17 km/h
10/21/2023,21:00,Overcast,22 °c,"0.0
mm",100%,1020 mb,12 km/h,16 km/h
10/22/2023,0:00,Partly cloudy,23 °c,"0.0
mm",58%,1019 mb,7 km/h,11 km/h
10/22/2023,3:00,Cloudy,22 °c,"0.0
mm",69%,1017 mb,9 km/h,13 km/h
10/22/2023,6:00,Overcast,22 °c,"0.0
mm",89%,1018 mb,10 km/h,15 km/h
10/22/2023,9:00,Cloudy,23 °c,"0.0
mm",77%,1020 mb,12 km/h,19 km/h
10/22/2023,12:00,Overcast,24 °c,"0.0
mm",91%,1018 mb,8 km/h,17 km/h
10/22/2023,15:00,Cloudy,26 °c,"0.0
mm",67%,1016 mb,13 km/h,16 km/h
10/22/2023,18:00,Overcast,23 °c,"0.0
mm",99%,1017 mb,8 km/h,12 km/h
10/22/2023,21:00,Overcast,21 °c,"0.0
mm",88%,1019 mb,6 km/h,9 km/h
10/23/2023,0:00,Cloudy,24 °c,"0.0
mm",84%,1017 mb,3 km/h,4 km/h
10/23/2023,3:00,Overcast,24 °c,"0.0
mm",89%,1016 mb,4 km/h,6 km/h
10/23/2023,6:00,Overcast,23 °c,"0.0
mm",100%,1017 mb,7 km/h,10 km/h
10/23/2023,9:00,Overcast,23 °c,"0.0
mm",100%,1019 mb,5 km/h,13 km/h
10/23/2023,12:00,Overcast,26 °c,"0.0
mm",100%,1016 mb,5 km/h,13 km/h
10/23/2023,15:00,Cloudy,27 °c,"0.0
mm",67%,1013 mb,4 km/h,9 km/h
10/23/2023,18:00,Cloudy,26 °c,"0.0
mm",72%,1014 mb,7 km/h,12 km/h
10/23/2023,21:00,Partly cloudy,25 °c,"0.0
mm",29%,1016 mb,9 km/h,14 km/h
10/24/2023,0:00,Partly cloudy,23 °c,"0.0
mm",33%,1016 mb,5 km/h,9 km/h
10/24/2023,3:00,Cloudy,22 °c,"0.0
mm",82%,1015 mb,7 km/h,12 km/h
